-0.061953172	0.047112625	-0.046465993	-0.030129712	0.03013308	0.013285679	0.01674004	0.0077974945	0.082279086	0.002301891	-0.011654086	-0.025667477	-0.05989912	-0.06083532	-0.0100859115	0.05104012
-0.012682514	0.04143574	-0.033536084	-0.055170394	-0.025065018	0.024353221	0.035735827	0.002082326	0.0051818993	0.041015927	0.0070983768	-0.13599351	-0.081088915	0.019491123	-0.0026692974	0.06082036
0.024991445	0.045005735	-0.03284873	-0.05285529	-0.07614403	-0.0050640483	-0.08719821	-0.007772125	-0.010630475	0.029099306	0.040756505	-0.08274827	-0.10401523	-0.0034149876	0.07189077	0.09140369
0.010442337	-0.04537332	0.0043245107	-0.046798058	-0.02152405	0.032752972	0.0045355647	-0.025897013	0.02341581	0.041352797	-0.00889068	-0.041974083	-0.06382135	0.0018092747	-0.008710535	0.028884351
0.015691634	-0.035337426	-0.05351655	-0.079035014	-0.0583261	0.040475212	0.00495527	-0.028598187	0.11124235	0.009232519	0.026725484	-0.07718811	-0.07380903	-0.016956314	0.062503874	0.03732573
0.0055910037	-0.0672613	-0.06379482	-0.12020697	-0.022149531	0.062321145	0.05934816	0.0063983775	-0.028908417	0.036278475	-0.08476654	-0.019719208	-0.100882165	-0.08634616	-0.026583051	0.06236928
-0.005528611	0.012985473	-0.023695659	-0.11744056	0.013728993	0.014777626	-0.08815366	0.009727781	0.107455045	0.040277854	0.043444697	-0.11247433	-0.08085966	0.028674584	-0.019350413	0.07762096
-0.007714173	-0.008805966	-0.02625873	-0.03672789	0.052407943	0.052414786	-0.01328004	0.001340694	-0.049221866	0.034488775	0.03189654	-0.12354843	-0.048628036	-0.009834344	0.03203418	0.03580828
0.08392562	-0.0068870215	-0.057352148	-0.097164534	-0.026718847	-0.053003613	-0.0151290065	0.029681958	0.07535002	0.060218565	0.044420995	-0.061059397	-0.03577351	-0.00335557	-0.044530764	0.08214577
0.04873448	0.043546725	-0.011529012	-0.11883345	-0.0767836	0.050832063	-0.0037282088	0.06389895	0.05921125	-0.0468434	-0.024028627	-0.07047886	-0.08063382	-0.021093503	-0.024267728	0.014463545
-0.10933867	0.036256324	0.010171694	-0.009755718	-0.019892318	0.0408581	0.057657816	0.004798794	0.09576557	-0.046012796	-0.03350518	-0.09345028	-0.08066241	0.01843492	-0.051595096	0.039540194
-0.036621295	0.01516346	0.023633707	-0.050771452	-0.0027223015	0.047179826	0.03975599	-0.006725574	0.11073124	0.0565444	0.010735451	-0.04544544	-0.067305036	-0.04624603	-0.10577484	-0.01644681
-0.014809914	0.0067106085	-0.028917568	0.018727837	0.046286754	-0.021502942	0.009638429	-0.030908896	-0.035421968	0.012321279	0.024151485	-0.08578395	-0.06401997	-0.0069646747	-0.0049140984	0.14283673
-0.055212718	-0.04170734	0.008203015	0.012676573	0.07921809	-0.019519068	-0.06696161	-0.010801439	0.08473062	0.015076876	0.034211684	-0.15254618	-0.08377884	-0.047160912	0.07228845	-0.073177785
0.03511392	0.06361556	-0.012851552	-0.050680175	-0.044607535	0.043756824	-0.043007575	-0.003407568	0.030485736	0.082576364	0.0011973891	-0.11167476	-0.06508978	0.025132539	0.07477402	0.05591963
-0.08658985	-0.013180207	-0.022433642	0.08095248	-0.009741348	-0.03542964	0.07799709	-0.006634688	0.08214567	0.029806254	-0.019563114	-0.050884996	-0.036897283	0.05497545	-0.036578633	0.05996982
0.00044829844	0.063481614	-0.033754025	-0.06138024	0.00090519746	0.08670104	0.00021711917	0.033411313	0.08728461	-0.041054107	0.009718236	-0.07862056	0.038310952	-0.053608518	0.060235236	0.10763851
-0.042535618	0.039991666	0.03115854	0.02996653	0.043092024	0.042499688	0.030683083	0.034911174	0.023057662	0.03761053	0.043307457	0.013851678	-0.09981732	-0.06816323	-0.025716268	0.0028261193
-0.06874061	-0.034313653	-0.033909127	-0.14712834	-0.09632832	0.08990764	0.028811546	0.039814383	0.05057501	-0.011775441	0.007950468	0.07526002	-0.044039752	-0.057161413	0.011862004	0.056274466
0.022025397	-0.0008422516	0.06026665	0.02919349	-0.101245016	-0.07483025	-0.004577849	-0.013426401	0.088655986	0.015110786	-0.011866297	-0.030770807	-0.05113678	-0.08142572	-0.044356223	0.057610154
-0.00904159	-0.007931746	-0.01003383	-0.022867365	-0.03577519	-0.031843614	0.021437833	-0.026902692	-0.012222702	0.0015742165	0.006895503	-0.011094356	-0.05937614	-0.0547389	0.020679416	0.04601094
